sex,province,education,religion_importance,aboriginal,hh_size,age
Male,Alberta,Below Bachelor,Very important,Yes,2,56.2
Male,Saskatchewan,Below Bachelor,Somewhat important,No,2,62.1
Male,British Columbia,Below Bachelor,Very important,No,4,31.1
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,2,63.1
Male,Ontario,Below Bachelor,Not at all important,No,2,60.3
Male,British Columbia,Below Bachelor,Somewhat important,No,2,74.6
Male,Ontario,Below Bachelor,Very important,No,6,18.3
Female,Saskatchewan,Below Bachelor,Very important,No,1,75.8
Male,British Columbia,Below Bachelor,Somewhat important,No,2,44.8
Male,Quebec,Below Bachelor,Not very important,No,2,48.8
Female,Ontario,Below Bachelor,Not very important,No,1,26.7
Female,Quebec,Below Bachelor,Somewhat important,No,3,77.5
Male,British Columbia,Below Bachelor,Very important,No,2,68.2
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,74.8
Male,Alberta,Below Bachelor,Very important,No,5,35.8
Female,Ontario,Below Bachelor,Somewhat important,No,1,75.8
Female,Nova Scotia,Below Bachelor,Somewhat important,No,2,74.7
Female,New Brunswick,Below Bachelor,Very important,No,2,58.3
Female,British Columbia,Below Bachelor,Very important,No,1,47.7
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,73.7
Female,Ontario,Below Bachelor,Somewhat important,Yes,4,36.4
Male,Quebec,Below Bachelor,Somewhat important,No,2,56.7
Female,Manitoba,Below Bachelor,Somewhat important,No,1,70.5
Male,Saskatchewan,Below Bachelor,Not at all important,No,3,59.4
Female,Quebec,Below Bachelor,Somewhat important,No,2,64.9
Male,Ontario,Below Bachelor,Somewhat important,No,2,69.8
Male,Nova Scotia,Below Bachelor,Very important,Yes,1,66.9
Female,Ontario,Below Bachelor,Very important,No,2,67.7
Male,Saskatchewan,Below Bachelor,Very important,Yes,1,33.3
Male,British Columbia,Below Bachelor,Very important,No,2,71.6
Male,Ontario,Below Bachelor,Somewhat important,No,4,54.3
Male,Manitoba,Below Bachelor,Not at all important,No,3,59.2
Female,British Columbia,Below Bachelor,Very important,No,4,53.3
Male,Ontario,Below Bachelor,Somewhat important,No,2,76.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,63.4
Male,Manitoba,Below Bachelor,Somewhat important,No,1,50.8
Female,British Columbia,Below Bachelor,Very important,No,2,80
Female,Alberta,Below Bachelor,Not very important,No,5,38.5
Male,New Brunswick,Below Bachelor,Not at all important,No,2,50.6
Female,Alberta,Below Bachelor,Somewhat important,No,2,54.3
Female,Nova Scotia,Below Bachelor,Very important,No,3,54.2
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,71.4
Female,Ontario,Below Bachelor,Very important,No,5,42.4
Male,Alberta,Below Bachelor,Not very important,No,1,35
Female,Ontario,Below Bachelor,Very important,No,1,50.6
Male,Prince Edward Island,Below Bachelor,Not at all important,No,2,53.9
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,50.1
Female,Saskatchewan,Below Bachelor,Very important,No,2,61.8
Female,Alberta,Below Bachelor,Not very important,No,3,16.4
Female,Quebec,Below Bachelor,Very important,No,1,67.3
Female,New Brunswick,Below Bachelor,Very important,No,1,69.7
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,39.5
Male,Nova Scotia,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,1,80
Female,Ontario,Below Bachelor,Very important,No,2,33.1
Male,New Brunswick,Below Bachelor,Somewhat important,No,4,52
Male,Ontario,Below Bachelor,Very important,No,1,63.9
Male,Ontario,Below Bachelor,Not at all important,No,2,65.9
Male,Quebec,Below Bachelor,Not very important,No,1,68.3
Female,Ontario,Below Bachelor,Not very important,No,2,40.1
Male,Quebec,Below Bachelor,Somewhat important,No,2,63.1
Male,Newfoundland and Labrador,Below Bachelor,Not at all important,No,2,54.6
Male,New Brunswick,Below Bachelor,Very important,No,3,59.3
Male,Quebec,Below Bachelor,Not at all important,No,3,56.3
Male,Quebec,Below Bachelor,Very important,No,1,80
Female,New Brunswick,Below Bachelor,Somewhat important,No,1,52.1
Male,Ontario,Below Bachelor,Somewhat important,No,2,57.5
Female,Quebec,Below Bachelor,Somewhat important,No,1,66.4
Female,Quebec,Below Bachelor,Not very important,No,4,43.2
Female,British Columbia,Below Bachelor,Not at all important,No,3,33.1
Female,Nova Scotia,Below Bachelor,Not very important,No,3,51.6
Female,Manitoba,Below Bachelor,Somewhat important,No,4,60.3
Female,Quebec,Below Bachelor,Not very important,No,4,57
Male,British Columbia,Below Bachelor,Very important,No,1,77.2
Female,Ontario,Below Bachelor,Very important,No,4,18.3
Female,Quebec,Below Bachelor,Very important,No,2,42.8
Female,Manitoba,Below Bachelor,Very important,No,1,80
Female,Ontario,Below Bachelor,Not at all important,No,2,36.3
Female,Manitoba,Below Bachelor,Very important,No,4,54.3
Female,Alberta,Below Bachelor,Very important,No,2,64.3
Male,British Columbia,Below Bachelor,Not at all important,No,2,76.9
Female,Quebec,Below Bachelor,Not very important,No,2,73.7
Male,New Brunswick,Below Bachelor,Very important,No,2,64.9
Female,Ontario,Below Bachelor,Not at all important,No,3,33.5
Male,Quebec,Below Bachelor,Somewhat important,No,2,27.2
Female,New Brunswick,Below Bachelor,Very important,No,1,80
Female,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,3,16.8
Female,Alberta,Below Bachelor,Not at all important,No,2,28.5
Male,Quebec,Below Bachelor,Not at all important,No,3,64.1
Male,Ontario,Below Bachelor,Not at all important,No,3,57.3
Male,Ontario,Below Bachelor,Somewhat important,No,4,49.3
Male,Alberta,Below Bachelor,Very important,No,2,54.6
Female,Alberta,Below Bachelor,Somewhat important,No,5,45.4
Female,Ontario,Below Bachelor,Very important,No,2,52.1
Male,Alberta,Below Bachelor,Very important,No,4,44.6
Female,Manitoba,Below Bachelor,Not at all important,No,1,80
Male,Alberta,Below Bachelor,Not very important,No,1,43.2
Female,British Columbia,Below Bachelor,Very important,No,4,47.1
Male,Ontario,Below Bachelor,Not at all important,No,2,54
Male,Newfoundland and Labrador,Below Bachelor,Not at all important,No,1,67.5
Female,Prince Edward Island,Below Bachelor,Very important,No,1,66.7
Male,British Columbia,Below Bachelor,Somewhat important,No,1,59.8
Female,Ontario,Below Bachelor,Somewhat important,No,4,41.5
Male,Saskatchewan,Below Bachelor,Not at all important,No,2,38.6
Female,Alberta,Below Bachelor,Not very important,No,2,32.6
Male,Manitoba,Below Bachelor,Somewhat important,No,2,55.3
Male,Quebec,Below Bachelor,Not very important,No,1,56.8
Male,Alberta,Below Bachelor,Not at all important,No,1,28.8
Male,Quebec,Below Bachelor,Somewhat important,No,1,55.4
Female,Alberta,Below Bachelor,Not at all important,No,3,30.7
Female,British Columbia,Below Bachelor,Not very important,No,5,59.8
Female,British Columbia,Below Bachelor,Not very important,No,2,60.3
Male,Manitoba,Below Bachelor,Very important,No,3,66.4
Female,New Brunswick,Below Bachelor,Very important,No,2,36.5
Male,Quebec,Below Bachelor,Not at all important,Yes,2,27.7
Male,Nova Scotia,Below Bachelor,Somewhat important,No,2,60.9
Female,Quebec,Below Bachelor,Very important,No,2,38.7
Male,Ontario,Below Bachelor,Very important,No,2,80
Male,Ontario,Below Bachelor,Not very important,No,2,71.1
Female,Manitoba,Below Bachelor,Very important,No,1,69.8
Female,Saskatchewan,Below Bachelor,Very important,No,2,80
Female,Quebec,Below Bachelor,Not at all important,No,1,29.8
Female,Quebec,Below Bachelor,Not very important,No,3,17.3
Female,Quebec,Below Bachelor,Very important,No,2,63.8
Female,British Columbia,Below Bachelor,Somewhat important,No,2,50.1
Female,Prince Edward Island,Below Bachelor,Very important,No,1,57
Female,New Brunswick,Below Bachelor,Somewhat important,No,3,45.8
Male,Nova Scotia,Below Bachelor,Very important,No,2,70.5
Female,Nova Scotia,Below Bachelor,Very important,No,1,71.4
Male,Nova Scotia,Below Bachelor,Not very important,Yes,3,46.2
Male,New Brunswick,Below Bachelor,Very important,No,2,64
Male,Nova Scotia,Below Bachelor,Not at all important,Yes,4,64.6
Female,British Columbia,Below Bachelor,Very important,No,2,73.5
Female,Manitoba,Below Bachelor,Somewhat important,No,3,30.9
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,No,1,80
Male,Alberta,Below Bachelor,Not very important,No,4,38.7
Female,Quebec,Below Bachelor,Somewhat important,No,5,38.9
Male,British Columbia,Below Bachelor,Not at all important,No,1,59.4
Female,Quebec,Below Bachelor,Somewhat important,No,3,39.5
Female,Saskatchewan,Below Bachelor,Very important,No,2,57
Male,Ontario,Below Bachelor,Not very important,No,1,63.8
Female,New Brunswick,Below Bachelor,Very important,No,1,51.6
Female,Prince Edward Island,Below Bachelor,Very important,No,1,80
Male,Manitoba,Below Bachelor,Somewhat important,No,3,19.8
Female,Saskatchewan,Below Bachelor,Very important,No,2,78.8
Male,Ontario,Below Bachelor,Somewhat important,No,1,75.8
Male,Ontario,Below Bachelor,Not at all important,No,1,44.8
Male,British Columbia,Below Bachelor,Very important,No,2,80
Female,Ontario,Below Bachelor,Very important,No,1,80
Female,New Brunswick,Below Bachelor,Very important,No,1,76.7
Female,Ontario,Below Bachelor,Somewhat important,No,5,40.8
Male,Nova Scotia,Below Bachelor,Very important,No,3,68.8
Female,Quebec,Below Bachelor,Not very important,No,3,25.2
Female,Quebec,Below Bachelor,Somewhat important,No,2,59.4
Male,Quebec,Below Bachelor,Not at all important,No,2,70.4
Female,Alberta,Below Bachelor,Very important,No,2,57
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,2,30.7
Male,Alberta,Below Bachelor,Not at all important,No,4,16.8
Male,Manitoba,Below Bachelor,Somewhat important,No,2,60.5
Female,British Columbia,Below Bachelor,Very important,No,1,71.4
Male,Ontario,Below Bachelor,Very important,No,1,79.5
Female,British Columbia,Below Bachelor,Not very important,No,2,56.6
Female,Quebec,Below Bachelor,Not at all important,Yes,2,76.6
Female,Manitoba,Below Bachelor,Somewhat important,No,2,80
Female,Nova Scotia,Below Bachelor,Very important,No,4,54
Female,British Columbia,Below Bachelor,Very important,No,1,70.8
Female,British Columbia,Below Bachelor,Not very important,No,2,54.3
Female,Ontario,Below Bachelor,Not at all important,No,2,69.8
Male,Quebec,Below Bachelor,Somewhat important,No,2,64.6
Female,Newfoundland and Labrador,Below Bachelor,Very important,No,3,51
Female,British Columbia,Below Bachelor,Not at all important,No,2,26.3
Female,Ontario,Below Bachelor,Very important,No,1,55.5
Male,British Columbia,Below Bachelor,Very important,No,1,65.7
Male,Saskatchewan,Below Bachelor,Not very important,No,6,18
Female,Alberta,Below Bachelor,Very important,No,2,64.5
Female,Manitoba,Below Bachelor,Somewhat important,No,3,60.6
Female,Alberta,Below Bachelor,Not at all important,No,1,26.2
Male,New Brunswick,Below Bachelor,Somewhat important,No,2,55.2
Female,Saskatchewan,Below Bachelor,Very important,No,2,73.3
Female,Saskatchewan,Below Bachelor,Somewhat important,No,3,43.3
Female,Ontario,Below Bachelor,Somewhat important,No,5,15.8
Male,Ontario,Below Bachelor,Not very important,No,2,28.8
Male,Quebec,Below Bachelor,Not at all important,No,3,66.5
Male,Ontario,Below Bachelor,Not at all important,No,1,26.5
Female,New Brunswick,Below Bachelor,Not at all important,Yes,4,46.4
Female,Ontario,Below Bachelor,Not at all important,No,1,29.9
Female,Ontario,Below Bachelor,Very important,No,2,39
Female,Ontario,Below Bachelor,Not very important,No,3,30.9
Female,Alberta,Below Bachelor,Very important,No,5,18.8
Female,Manitoba,Below Bachelor,Somewhat important,No,1,80
Male,Quebec,Below Bachelor,Not at all important,No,2,61
Female,Manitoba,Below Bachelor,Somewhat important,No,2,42.3
Female,Ontario,Below Bachelor,Somewhat important,No,2,48.8
Male,Newfoundland and Labrador,Below Bachelor,Somewhat important,Yes,4,53.2
Male,Alberta,Below Bachelor,Very important,No,5,21.7
Male,New Brunswick,Below Bachelor,Somewhat important,No,3,27.6
Male,Saskatchewan,Below Bachelor,Very important,No,2,68.8
Female,Ontario,Below Bachelor,Not very important,No,4,36.4
Female,Ontario,Below Bachelor,Very important,No,1,70.7
Male,Ontario,Below Bachelor,Very important,No,2,32.3
Female,Newfoundland and Labrador,Below Bachelor,Not very important,No,2,51.5
Female,British Columbia,Below Bachelor,Very important,No,2,75.9
Male,Quebec,Below Bachelor,Somewhat important,No,1,32.9
Female,Manitoba,Below Bachelor,Somewhat important,No,5,45.1
Male,Quebec,Below Bachelor,Don't know,No,4,18.1
Female,Ontario,Below Bachelor,Not very important,No,4,54.3
Male,British Columbia,Below Bachelor,Not at all important,No,2,55
Male,Nova Scotia,Below Bachelor,Very important,No,1,64.2
Male,Alberta,Below Bachelor,Not at all important,No,2,66.1
Female,Quebec,Below Bachelor,Very important,No,2,62.3
Male,Alberta,Below Bachelor,Not at all important,No,1,52.7
Male,Alberta,Below Bachelor,Very important,No,5,37.6
Male,Ontario,Below Bachelor,Not very important,No,1,31.1
Male,Alberta,Below Bachelor,Very important,No,3,45
Female,Alberta,Below Bachelor,Somewhat important,No,3,39.3
Female,New Brunswick,Below Bachelor,Not at all important,No,3,32.8
Male,Ontario,Below Bachelor,Not very important,No,1,78
Female,Manitoba,Below Bachelor,Very important,No,2,34.1
Male,Quebec,Below Bachelor,Very important,No,1,67.6
Female,Quebec,Below Bachelor,Somewhat important,No,4,41.9
Female,Nova Scotia,Below Bachelor,Somewhat important,No,3,63.3
Female,Quebec,Below Bachelor,Somewhat important,No,3,70.7
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,67.7
Male,Newfoundland and Labrador,Below Bachelor,Not at all important,No,2,45.7
Male,Ontario,Below Bachelor,Not very important,No,2,71.3
Male,Newfoundland and Labrador,Below Bachelor,Very important,No,3,65.1
Male,Quebec,Below Bachelor,Very important,No,2,78.6
Male,Quebec,Below Bachelor,Somewhat important,No,2,60.7
Male,Quebec,Below Bachelor,Not very important,No,4,33.8
Female,Quebec,Below Bachelor,Not very important,No,2,61
Male,Quebec,Below Bachelor,Not very important,No,2,62.6
Male,British Columbia,Below Bachelor,Very important,No,4,26.1
Female,Prince Edward Island,Below Bachelor,Somewhat important,No,2,45.1
Male,Saskatchewan,Below Bachelor,Somewhat important,No,2,62.8
Female,Ontario,Below Bachelor,Somewhat important,No,2,73.2
Female,Ontario,Below Bachelor,Somewhat important,No,1,58.8
Male,Quebec,Below Bachelor,Very important,No,1,61.6
Male,Ontario,Below Bachelor,Somewhat important,No,2,67.9
Female,Quebec,Below Bachelor,Somewhat important,No,1,45.3
Male,New Brunswick,Below Bachelor,Somewhat important,No,1,75.3
Male,Nova Scotia,Below Bachelor,Not very important,No,3,52.5
Female,Ontario,Below Bachelor,Somewhat important,No,4,47.8
Female,Nova Scotia,Below Bachelor,Very important,No,2,73.5
Female,Manitoba,Below Bachelor,Very important,Yes,1,67.3
Female,Ontario,Below Bachelor,Very important,No,1,69.7
Male,Nova Scotia,Below Bachelor,Not at all important,No,3,16.6
Female,British Columbia,Below Bachelor,Somewhat important,No,3,39.6
Male,Quebec,Below Bachelor,Not very important,No,4,29.3
Male,Ontario,Below Bachelor,Not very important,No,1,28.5
Female,Quebec,Below Bachelor,Very important,No,1,54.4
Female,Nova Scotia,Below Bachelor,Somewhat important,No,4,42.6
Female,Alberta,Below Bachelor,Very important,No,2,51.3
Female,Alberta,Below Bachelor,Not very important,No,3,55.7
Male,British Columbia,Below Bachelor,Very important,Yes,4,32.1
Female,New Brunswick,Below Bachelor,Very important,Yes,2,63.3
Female,Manitoba,Below Bachelor,Somewhat important,No,2,66.4
Male,Quebec,Below Bachelor,Somewhat important,No,2,60
Female,Alberta,Below Bachelor,Very important,No,4,36.3
Male,Quebec,Below Bachelor,Not very important,No,4,31
Female,Nova Scotia,Below Bachelor,Very important,No,3,80
Male,Quebec,Below Bachelor,Not very important,No,1,80
Male,Manitoba,Below Bachelor,Not at all important,No,2,59.9
Female,Ontario,Below Bachelor,Very important,No,1,80
Female,Prince Edward Island,Below Bachelor,Very important,No,2,60.7
Male,Manitoba,Below Bachelor,Not very important,No,1,64.1
Male,Ontario,Below Bachelor,Very important,No,1,57.8
Female,New Brunswick,Below Bachelor,Not at all important,No,2,29
Male,Saskatchewan,Below Bachelor,Somewhat important,No,3,44.8
Male,British Columbia,Below Bachelor,Not at all important,No,3,16.8
Female,British Columbia,Below Bachelor,Not at all important,No,2,55.3
Female,Quebec,Below Bachelor,Very important,No,1,66.6
Male,British Columbia,Below Bachelor,Very important,No,2,46.3
Male,British Columbia,Below Bachelor,Somewhat important,No,1,54
Female,New Brunswick,Below Bachelor,Somewhat important,No,2,56.6
Female,Nova Scotia,Below Bachelor,Somewhat important,No,1,26.7
Female,British Columbia,Below Bachelor,Don't know,No,1,45.6
Male,Ontario,Below Bachelor,Very important,Yes,2,80
Male,Quebec,Below Bachelor,Not at all important,No,2,52.2
Female,British Columbia,Below Bachelor,Very important,No,1,34.9
Female,Ontario,Below Bachelor,Very important,No,1,39.7
Female,Ontario,Below Bachelor,Very important,No,2,65.9
Female,Nova Scotia,Below Bachelor,Not at all important,No,3,45.3
Male,Manitoba,Below Bachelor,Very important,Yes,3,39.8
Female,Manitoba,Below Bachelor,Somewhat important,No,1,80
Female,Ontario,Below Bachelor,Somewhat important,No,3,51.7
Female,Quebec,Below Bachelor,Not at all important,No,2,52.6
Male,Quebec,Below Bachelor,Very important,No,2,70.9
Male,Alberta,Below Bachelor,Somewhat important,Yes,3,45.8
Male,British Columbia,Below Bachelor,Not at all important,No,2,22.8
Female,Quebec,Below Bachelor,Not very important,No,4,21.9
Female,Prince Edward Island,Below Bachelor,Very important,No,2,60.8
Male,Manitoba,Below Bachelor,Very important,No,2,80
Male,British Columbia,Below Bachelor,Somewhat important,No,2,80
